support,itemsets
0.02602291029515554,"frozenset({'1487580009311764506', '1487580005268456287'})"
0.011364664579525507,"frozenset({'1487580009362096156', '1487580005268456287'})"
0.03796666606344668,"frozenset({'1487580009387261981', '1487580005268456287'})"
0.04601965290721873,"frozenset({'1487580009445982239', '1487580005268456287'})"
0.023208889049747553,"frozenset({'1487580009471148064', '1487580005268456287'})"
0.0161331185870175,"frozenset({'1487580005268456287', '1487580009496313889'})"
0.02477424491937965,"frozenset({'1487580009605365797', '1487580005268456287'})"
0.029099332235472956,"frozenset({'1487580010100293687', '1487580005268456287'})"
0.013228614343364881,"frozenset({'1487580010125459512', '1487580005268456287'})"
0.010269820300765486,"frozenset({'1487580010628776014', '1487580005268456287'})"
0.010903201288477896,"frozenset({'1487580010796548183', '1487580005268456287'})"
0.010830814889882192,"frozenset({'1487580012096782476', '1487580005268456287'})"
0.04685209649106933,"frozenset({'1602943681873052386', '1487580005268456287'})"
0.016060732188421797,"frozenset({'1605161575889502297', '1487580005268456287'})"
0.020241046707323695,"frozenset({'1783999063314661546', '1487580005268456287'})"
0.012649523154599251,"frozenset({'1783999064103190764', '1487580005268456287'})"
0.013427676939503067,"frozenset({'1783999064136745198', '1487580005268456287'})"
0.0149839845093107,"frozenset({'1487580005268456287', '1783999068909863670'})"
0.011057022385493765,"frozenset({'1897124478404526487', '1487580005268456287'})"
0.014341555221773829,"frozenset({'2007399943458784057', '1487580005268456287'})"
0.01464919741580557,"frozenset({'2084144451428549153', '1487580005268456287'})"
0.012378074159865362,"frozenset({'2193074740552270669', '1487580005268456287'})"
0.013662932734939105,"frozenset({'2195085255034011676', '1487580005268456287'})"
0.011961852367940064,"frozenset({'1487580005595612013', '1487580005427839846'})"
0.011636113574259397,"frozenset({'1487580005671109489', '1487580005427839846'})"
0.010559365895148302,"frozenset({'1487580006317032337', '1487580005427839846'})"
0.010622703993919543,"frozenset({'1487580007675986893', '1487580005427839846'})"
0.011292278180929803,"frozenset({'1487580009286598681', '1487580005427839846'})"
0.013943430029497458,"frozenset({'1487580005595612013', '1487580005511725929'})"
0.010269820300765486,"frozenset({'1487580005671109489', '1487580005511725929'})"
0.013898188530375142,"frozenset({'1487580006317032337', '1487580005511725929'})"
0.015753089994390054,"frozenset({'1487580007675986893', '1487580005511725929'})"
0.010260772000941023,"frozenset({'1487580005511725929', '1487580008145748965'})"
0.012703812953546029,"frozenset({'1487580009286598681', '1487580005511725929'})"
0.012215204763025027,"frozenset({'1487580009445982239', '1487580005511725929'})"
0.016513147179644944,"frozenset({'1602943681873052386', '1487580005511725929'})"
0.011491340777067989,"frozenset({'1487580005553668971', '1487580006317032337'})"
0.010115999203749615,"frozenset({'1487580005553668971', '1487580007675986893'})"
0.013156227944769177,"frozenset({'1487580005553668971', '1487580009286598681'})"
0.010514124396025986,"frozenset({'1487580005553668971', '1602943681873052386'})"
0.0314337935901844,"frozenset({'1487580005671109489', '1487580005595612013'})"
0.013391483740205216,"frozenset({'1487580005713052531', '1487580005595612013'})"
0.015382109701587071,"frozenset({'1487580005754995573', '1487580005595612013'})"
0.03253768616876889,"frozenset({'1487580006317032337', '1487580005595612013'})"
0.011780886371450805,"frozenset({'1487580006509970331', '1487580005595612013'})"
0.014242023923704735,"frozenset({'1487580006551913373', '1487580005595612013'})"
0.013925333429848532,"frozenset({'1487580005595612013', '1487580007256556476'})"
0.019933404513291952,"frozenset({'1487580007281722301', '1487580005595612013'})"
0.011029877486020377,"frozenset({'1487580005595612013', '1487580007306888126'})"
0.014015816428093162,"frozenset({'1487580007432717250', '1487580005595612013'})"
0.012604281655476935,"frozenset({'1487580005595612013', '1487580007634043851'})"
0.031108054796503738,"frozenset({'1487580005595612013', '1487580007675986893'})"
0.02531714290884743,"frozenset({'1487580005595612013', '1487580008145748965'})"
0.013925333429848532,"frozenset({'1487580008187692007', '1487580005595612013'})"
0.03542409381277258,"frozenset({'1487580005595612013', '1487580009286598681'})"
0.01746321866121356,"frozenset({'1487580009311764506', '1487580005595612013'})"
0.019716245317504842,"frozenset({'1487580005595612013', '1487580009387261981'})"
0.027506831466367468,"frozenset({'1487580009445982239', '1487580005595612013'})"
0.014793970212996978,"frozenset({'1487580009471148064', '1487580005595612013'})"
0.011328471380227655,"frozenset({'1487580005595612013', '1487580009496313889'})"
0.01774371595577191,"frozenset({'1487580009605365797', '1487580005595612013'})"
0.017164624767006278,"frozenset({'1487580010100293687', '1487580005595612013'})"
0.02626721439041604,"frozenset({'1487580005595612013', '1602943681873052386'})"
0.011473244177419063,"frozenset({'1783999063314661546', '1487580005595612013'})"
0.012694764653721565,"frozenset({'2084144451428549153', '1487580005595612013'})"
0.01025172370111656,"frozenset({'2195085255034011676', '1487580005595612013'})"
0.010984635986898061,"frozenset({'1487580005713052531', '1487580005671109489'})"
0.011545630576014767,"frozenset({'1487580005754995573', '1487580005671109489'})"
0.025425722506740984,"frozenset({'1487580005671109489', '1487580006317032337'})"
0.011608968674786007,"frozenset({'1487580006551913373', '1487580005671109489'})"
0.011066070685318228,"frozenset({'1487580005671109489', '1487580007256556476'})"
0.016603630177889576,"frozenset({'1487580007281722301', '1487580005671109489'})"
0.010749380191462024,"frozenset({'1487580007432717250', '1487580005671109489'})"
0.01058651079462169,"frozenset({'1487580005671109489', '1487580007634043851'})"
0.0269367885774263,"frozenset({'1487580005671109489', '1487580007675986893'})"
0.020159612008903528,"frozenset({'1487580005671109489', '1487580008145748965'})"
0.011491340777067989,"frozenset({'1487580008187692007', '1487580005671109489'})"
0.03003130711739264,"frozenset({'1487580005671109489', '1487580009286598681'})"
0.015753089994390054,"frozenset({'1487580009311764506', '1487580005671109489'})"
0.015689751895618814,"frozenset({'1487580005671109489', '1487580009387261981'})"
0.021752112778009012,"frozenset({'1487580009445982239', '1487580005671109489'})"
0.012007093867062378,"frozenset({'1487580009471148064', '1487580005671109489'})"
0.014115347726162254,"frozenset({'1487580009605365797', '1487580005671109489'})"
0.013907236830199605,"frozenset({'1487580010100293687', '1487580005671109489'})"
0.02056678550100436,"frozenset({'1487580005671109489', '1602943681873052386'})"
0.014848260011943755,"frozenset({'2084144451428549153', '1487580005671109489'})"
0.014631100816156643,"frozenset({'1487580005713052531', '1487580006317032337'})"
0.014839211712119292,"frozenset({'1487580005713052531', '1487580007675986893'})"
0.010740331891637561,"frozenset({'1487580005713052531', '1487580008145748965'})"
0.013599594636167864,"frozenset({'1487580005713052531', '1487580009286598681'})"
0.01246855715810999,"frozenset({'1487580009445982239', '1487580005713052531'})"
0.016911272371921315,"frozenset({'1487580005713052531', '1602943681873052386'})"
0.016694113176134204,"frozenset({'1487580005754995573', '1487580006317032337'})"
0.016766499574729907,"frozenset({'1487580005754995573', '1487580007675986893'})"
0.011717548272679564,"frozenset({'1487580005754995573', '1487580008145748965'})"
0.015146853906151034,"frozenset({'1487580005754995573', '1487580009286598681'})"
0.013726270833710346,"frozenset({'1487580005754995573', '1487580009445982239'})"
0.017001755370165947,"frozenset({'1487580005754995573', '1602943681873052386'})"
0.014812066812645904,"frozenset({'1487580006317032337', '1487580006300255120'})"
0.011608968674786007,"frozenset({'1487580006317032337', '1487580006350586771'})"
0.017707522756474057,"frozenset({'1487580006509970331', '1487580006317032337'})"
0.018340903744186468,"frozenset({'1487580006551913373', '1487580006317032337'})"
0.02453898912394361,"frozenset({'1487580006317032337', '1487580007256556476'})"
0.024955210915868907,"frozenset({'1487580007281722301', '1487580006317032337'})"
0.01813279284822382,"frozenset({'1487580006317032337', '1487580007306888126'})"
0.015852621292459148,"frozenset({'1487580007432717250', '1487580006317032337'})"
0.016504098879820482,"frozenset({'1487580006317032337', '1487580007634043851'})"
0.03984871242693498,"frozenset({'1487580006317032337', '1487580007675986893'})"
0.013762464033008197,"frozenset({'1487580006317032337', '1487580007852147670'})"
0.016422664181400315,"frozenset({'1487580006317032337', '1487580007910867929'})"
0.01559022059754972,"frozenset({'1487580007936033754', '1487580006317032337'})"
0.03650084149188367,"frozenset({'1487580006317032337', '1487580008145748965'})"
0.020032935811361046,"frozenset({'1487580008187692007', '1487580006317032337'})"
0.04803742376807398,"frozenset({'1487580006317032337', '1487580009286598681'})"
0.02335366184693896,"frozenset({'1487580009311764506', '1487580006317032337'})"
0.02450279592464576,"frozenset({'1487580006317032337', '1487580009387261981'})"
0.04621871550335692,"frozenset({'1487580009445982239', '1487580006317032337'})"
0.02465661702166163,"frozenset({'1487580009471148064', '1487580006317032337'})"
0.016558388678767258,"frozenset({'1487580006317032337', '1487580009496313889'})"
0.02238549376572142,"frozenset({'1487580009605365797', '1487580006317032337'})"
0.024149912231491703,"frozenset({'1487580010100293687', '1487580006317032337'})"
0.0329267630612208,"frozenset({'1487580006317032337', '1602943681873052386'})"
0.012269494561971805,"frozenset({'1605161575889502297', '1487580006317032337'})"
0.017580846558931575,"frozenset({'1783999063314661546', '1487580006317032337'})"
0.010188385602345319,"frozenset({'1783999064103190764', '1487580006317032337'})"
0.011111312184440544,"frozenset({'1487580006317032337', '1783999064136745198'})"
0.013590546336343401,"frozenset({'1487580006317032337', '1783999068909863670'})"
0.013635787835465716,"frozenset({'1487580006317032337', '2007399943458784057'})"
0.010025516205504986,"frozenset({'2084144451428549153', '1487580006317032337'})"
0.010912249588302359,"frozenset({'2193074740552270669', '1487580006317032337'})"
0.010496027796377061,"frozenset({'1487580009445982239', '1487580006350586771'})"
0.014938743010188386,"frozenset({'1487580006509970331', '1487580006551913373'})"
0.010559365895148302,"frozenset({'1487580006509970331', '1487580007256556476'})"
0.014305362022475976,"frozenset({'1487580006509970331', '1487580007281722301'})"
0.013943430029497458,"frozenset({'1487580006509970331', '1487580007675986893'})"
0.014024864727917623,"frozenset({'1487580006509970331', '1487580008145748965'})"
0.022819812157295644,"frozenset({'1487580006509970331', '1487580009286598681'})"
0.012839537450912973,"frozenset({'1487580006509970331', '1487580009311764506'})"
0.01155467887583923,"frozenset({'1487580006509970331', '1487580009387261981'})"
0.020123418809605675,"frozenset({'1487580006509970331', '1487580009445982239'})"
0.010667945493041857,"frozenset({'1487580006509970331', '1487580009471148064'})"
0.010405544798132431,"frozenset({'1487580006509970331', '1487580009605365797'})"
0.013237662643189345,"frozenset({'1487580006509970331', '1487580010100293687'})"
0.010550317595323839,"frozenset({'1487580006509970331', '1602943681873052386'})"
0.010930346187951284,"frozenset({'1487580006551913373', '1487580007256556476'})"
0.018603304439095893,"frozenset({'1487580006551913373', '1487580007281722301'})"
0.014866356611592682,"frozenset({'1487580006551913373', '1487580007675986893'})"
0.01501112940878409,"frozenset({'1487580006551913373', '1487580008145748965'})"
0.023036971353082757,"frozenset({'1487580006551913373', '1487580009286598681'})"
0.012613329955301398,"frozenset({'1487580009311764506', '1487580006551913373'})"
0.013418628639678604,"frozenset({'1487580006551913373', '1487580009387261981'})"
0.020385819504515103,"frozenset({'1487580009445982239', '1487580006551913373'})"
0.011165601983387322,"frozenset({'1487580009471148064', '1487580006551913373'})"
0.010894152988653432,"frozenset({'1487580006551913373', '1487580009605365797'})"
0.012595233355652474,"frozenset({'1487580006551913373', '1487580010100293687'})"
0.01131037478057873,"frozenset({'1487580006551913373', '1602943681873052386'})"
0.015897862791581462,"frozenset({'1487580007281722301', '1487580007256556476'})"
0.01592500769105485,"frozenset({'1487580007256556476', '1487580007306888126'})"
0.017906585352612244,"frozenset({'1487580007256556476', '1487580007675986893'})"
0.01731844586402215,"frozenset({'1487580007256556476', '1487580008145748965'})"
0.021860692375902567,"frozenset({'1487580007256556476', '1487580009286598681'})"
0.011020829186195914,"frozenset({'1487580009311764506', '1487580007256556476'})"
0.012785247651966196,"frozenset({'1487580007256556476', '1487580009387261981'})"
0.02626721439041604,"frozenset({'1487580009445982239', '1487580007256556476'})"
0.015997394089650556,"frozenset({'1487580009471148064', '1487580007256556476'})"
0.012531895256881233,"frozenset({'1487580009605365797', '1487580007256556476'})"
0.013273855842487197,"frozenset({'1487580010100293687', '1487580007256556476'})"
0.014214879024231348,"frozenset({'1487580007256556476', '1602943681873052386'})"
0.010387448198483504,"frozenset({'1487580007256556476', '2007399943458784057'})"
0.01377151233283266,"frozenset({'1487580007281722301', '1487580007306888126'})"
0.019698148717855916,"frozenset({'1487580007281722301', '1487580007675986893'})"
0.019037622830670117,"frozenset({'1487580007281722301', '1487580008145748965'})"
0.01258618505582801,"frozenset({'1487580007281722301', '1487580008187692007'})"
0.03117139289527498,"frozenset({'1487580007281722301', '1487580009286598681'})"
0.016205504985613205,"frozenset({'1487580009311764506', '1487580007281722301'})"
0.019824824915398397,"frozenset({'1487580007281722301', '1487580009387261981'})"
0.024566134023417,"frozenset({'1487580009445982239', '1487580007281722301'})"
0.01397962322879531,"frozenset({'1487580009471148064', '1487580007281722301'})"
0.01301145514757777,"frozenset({'1487580009605365797', '1487580007281722301'})"
0.016838885973325612,"frozenset({'1487580007281722301', '1487580010100293687'})"
0.015327819902640294,"frozenset({'1487580007281722301', '1602943681873052386'})"
0.010134095803398541,"frozenset({'1487580007281722301', '1783999063314661546'})"
0.012875730650210825,"frozenset({'1487580007281722301', '2195085255034011676'})"
0.013871043630901754,"frozenset({'1487580007675986893', '1487580007306888126'})"
0.012694764653721565,"frozenset({'1487580008145748965', '1487580007306888126'})"
0.017092238368410576,"frozenset({'1487580009286598681', '1487580007306888126'})"
0.010568414194972765,"frozenset({'1487580009387261981', '1487580007306888126'})"
